metric_name,phase,tenant1,tenant2,mean_correlation,std_correlation
network_receive,1-Baseline,tenant-dsk,tenant-ntk,0.16175319229854282,0.05935609961246195
network_receive,1-Baseline,tenant-mem,tenant-ntk,0.05852734092029009,0.14505474307531555
network_receive,2-CPU-Noise,tenant-cpu,tenant-dsk,0.17570277442075047,0.08431482270382515
network_receive,2-CPU-Noise,tenant-cpu,tenant-mem,0.22708218664759539,0.07576387117608849
network_receive,2-CPU-Noise,tenant-cpu,tenant-nsy,0.17014049892196026,0.0872292477607233
network_receive,2-CPU-Noise,tenant-cpu,tenant-ntk,0.15711437949207643,0.12716438837149457
network_receive,2-CPU-Noise,tenant-dsk,tenant-mem,0.20264527945794542,0.1619253796717642
network_receive,2-CPU-Noise,tenant-dsk,tenant-nsy,0.19578015490370798,0.09595721683940707
network_receive,2-CPU-Noise,tenant-dsk,tenant-ntk,0.12763905288060548,0.10942216096398599
network_receive,2-CPU-Noise,tenant-mem,tenant-nsy,0.22561254443743073,0.06911224605792646
network_receive,2-CPU-Noise,tenant-mem,tenant-ntk,0.17504461419053943,0.05955320602959638
network_receive,2-CPU-Noise,tenant-nsy,tenant-ntk,0.1079557044604088,0.07783350230150256
network_receive,3-Memory-Noise,tenant-cpu,tenant-dsk,0.18706339859369597,0.06543966798301393
network_receive,3-Memory-Noise,tenant-cpu,tenant-mem,0.1825501249233843,0.08703655697650291
network_receive,3-Memory-Noise,tenant-cpu,tenant-nsy,0.19955748105537435,0.11149934750021254
network_receive,3-Memory-Noise,tenant-cpu,tenant-ntk,0.1775547741805168,0.11273061216085292
network_receive,3-Memory-Noise,tenant-dsk,tenant-mem,0.20060342050581154,0.07757618237692498
network_receive,3-Memory-Noise,tenant-dsk,tenant-nsy,0.22530056890187838,0.0875327395568648
network_receive,3-Memory-Noise,tenant-dsk,tenant-ntk,0.14448878168680374,0.0684437077655705
network_receive,3-Memory-Noise,tenant-mem,tenant-nsy,0.18076763866900614,0.046706555378660225
network_receive,3-Memory-Noise,tenant-mem,tenant-ntk,0.1712620628667539,0.11436662085685301
network_receive,3-Memory-Noise,tenant-nsy,tenant-ntk,0.19049673318861426,0.09366169487782677
network_receive,4-Network-Noise,tenant-cpu,tenant-dsk,0.20267673704681224,0.17638711993587738
network_receive,4-Network-Noise,tenant-cpu,tenant-mem,0.22409879973365715,0.18764883749837608
network_receive,4-Network-Noise,tenant-cpu,tenant-nsy,0.013674871015219144,0.0924928486851286
network_receive,4-Network-Noise,tenant-cpu,tenant-ntk,0.20346717678965862,0.08871048075259713
network_receive,4-Network-Noise,tenant-dsk,tenant-mem,0.13813008876066868,0.1364101287571954
network_receive,4-Network-Noise,tenant-dsk,tenant-nsy,-0.006454784050070175,0.1045719357369691
network_receive,4-Network-Noise,tenant-dsk,tenant-ntk,0.1923475562780888,0.07174643041021234
network_receive,4-Network-Noise,tenant-mem,tenant-nsy,0.10876651441095123,0.16226219769586447
network_receive,4-Network-Noise,tenant-mem,tenant-ntk,0.15732025159421262,0.11508611721829398
network_receive,4-Network-Noise,tenant-nsy,tenant-ntk,0.03724005303631432,0.06796507004396782
network_receive,5-Disk-Noise,tenant-cpu,tenant-dsk,0.24073592746852374,0.125696355233203
network_receive,5-Disk-Noise,tenant-cpu,tenant-mem,0.30716055093130246,0.08940673238986589
network_receive,5-Disk-Noise,tenant-cpu,tenant-nsy,0.2234123232789873,0.12787882599678582
network_receive,5-Disk-Noise,tenant-cpu,tenant-ntk,0.14588777747936446,0.10955068267727903
network_receive,5-Disk-Noise,tenant-dsk,tenant-mem,0.25093090997476764,0.16014559600937306
network_receive,5-Disk-Noise,tenant-dsk,tenant-nsy,0.2555560747315078,0.1480247021188304
network_receive,5-Disk-Noise,tenant-dsk,tenant-ntk,0.14712046743684795,0.15299422894523493
network_receive,5-Disk-Noise,tenant-mem,tenant-nsy,0.2409939908223615,0.13019514294335752
network_receive,5-Disk-Noise,tenant-mem,tenant-ntk,0.14132237389629643,0.12693769689179274
network_receive,5-Disk-Noise,tenant-nsy,tenant-ntk,0.14750711695961363,0.08630732050476969
network_receive,6-Combined-Noise,tenant-cpu,tenant-dsk,0.2109074523712297,0.11731237871367219
network_receive,6-Combined-Noise,tenant-cpu,tenant-mem,0.2501862628011582,0.17141848080707298
network_receive,6-Combined-Noise,tenant-cpu,tenant-nsy,-0.08665719849022206,0.14489228005918528
network_receive,6-Combined-Noise,tenant-cpu,tenant-ntk,0.19020380097604428,0.17188678652892295
network_receive,6-Combined-Noise,tenant-dsk,tenant-mem,0.22585567306578905,0.12803609179613068
network_receive,6-Combined-Noise,tenant-dsk,tenant-nsy,-0.10618514084892275,0.1265922841129516
network_receive,6-Combined-Noise,tenant-dsk,tenant-ntk,0.19899660227252194,0.13487284931727062
network_receive,6-Combined-Noise,tenant-mem,tenant-nsy,-0.1311000824922137,0.17231512228876075
network_receive,6-Combined-Noise,tenant-mem,tenant-ntk,0.27722899413062496,0.18761916766751863
network_receive,6-Combined-Noise,tenant-nsy,tenant-ntk,-0.03378379916009389,0.2268295083624522
network_receive,7-Recovery,tenant-cpu,tenant-dsk,0.2862496724852749,0.08508401852182979
network_receive,7-Recovery,tenant-cpu,tenant-mem,0.2627236298568983,0.07239159767205484
network_receive,7-Recovery,tenant-cpu,tenant-nsy,-0.10243903216377193,0.17060803165071375
network_receive,7-Recovery,tenant-cpu,tenant-ntk,0.15501733794074024,0.10677190977689466
network_receive,7-Recovery,tenant-dsk,tenant-mem,0.26891002255144064,0.09789350517913747
network_receive,7-Recovery,tenant-dsk,tenant-nsy,-0.09125390085380528,0.1711332900679842
network_receive,7-Recovery,tenant-dsk,tenant-ntk,0.1996033831621114,0.09675547237657106
network_receive,7-Recovery,tenant-mem,tenant-nsy,-0.16248077535342692,0.1420336878400891
network_receive,7-Recovery,tenant-mem,tenant-ntk,0.14469943694294,0.10937295978972131
network_receive,7-Recovery,tenant-nsy,tenant-ntk,0.02369453282878867,0.2293725723449415
network_transmit,1-Baseline,tenant-cpu,tenant-dsk,0.4109988025526179,0.11973327223017226
network_transmit,1-Baseline,tenant-cpu,tenant-mem,0.3549361851123926,0.11601551188306194
network_transmit,1-Baseline,tenant-cpu,tenant-ntk,0.0012482564464343301,0.06064539437147842
network_transmit,1-Baseline,tenant-dsk,tenant-mem,0.42854779079730465,0.1145703578897066
network_transmit,1-Baseline,tenant-dsk,tenant-ntk,-0.05504152257831485,0.029358795427483465
network_transmit,1-Baseline,tenant-mem,tenant-ntk,-0.04763797562084014,0.07690217583853597
network_transmit,2-CPU-Noise,tenant-cpu,tenant-dsk,0.17287762489640665,0.05718053695278003
network_transmit,2-CPU-Noise,tenant-cpu,tenant-mem,0.2602372996534587,0.08252257299226157
network_transmit,2-CPU-Noise,tenant-cpu,tenant-nsy,0.16090508208802057,0.05529011371956386
network_transmit,2-CPU-Noise,tenant-cpu,tenant-ntk,0.041353764639409166,0.042807687413592775
network_transmit,2-CPU-Noise,tenant-dsk,tenant-mem,0.23188523494902585,0.1298301824292537
network_transmit,2-CPU-Noise,tenant-dsk,tenant-nsy,0.20973224219527306,0.11785358035879095
network_transmit,2-CPU-Noise,tenant-dsk,tenant-ntk,0.1387028085959561,0.11391665299395307
network_transmit,2-CPU-Noise,tenant-mem,tenant-nsy,0.21728715545063715,0.08113811329893109
network_transmit,2-CPU-Noise,tenant-mem,tenant-ntk,0.12191569333022241,0.060423540714095475
network_transmit,2-CPU-Noise,tenant-nsy,tenant-ntk,0.06458338362223703,0.1200465937173251
network_transmit,3-Memory-Noise,tenant-cpu,tenant-dsk,0.18004825432759783,0.09845671777707166
network_transmit,3-Memory-Noise,tenant-cpu,tenant-mem,0.19782867754395742,0.08775587689353598
